"","site_name","transect","species","family","size_cm","abundance","fg","fishing_ground","size_5cm_bin"
"717","Kaledupa Atoll 2",2,"acanthurus pyroferus","Acanthuridae",16,1,"Grazer","kaledupa atoll","15-20"
"718","Kaledupa Atoll 2",2,"acanthurus pyroferus","Acanthuridae",18,1,"Grazer","kaledupa atoll","15-20"
"719","Kaledupa Atoll 2",2,"balistapus undulatus","Balistidae",16,1,"Macro-invertivore","kaledupa atoll","15-20"
"720","Kaledupa Atoll 2",2,"balistapus undulatus","Balistidae",17,1,"Macro-invertivore","kaledupa atoll","15-20"
"721","Kaledupa Atoll 2",2,"cephalopholis cyanostigma","Serranidae",24,1,"Pisci-invertivore","kaledupa atoll","20-25"
"722","Kaledupa Atoll 2",2,"cephalopholis cyanostigma","Serranidae",22,1,"Pisci-invertivore","kaledupa atoll","20-25"
"723","Kaledupa Atoll 2",2,"ctenochaetus striatus","Acanthuridae",12,1,"Detritivore","kaledupa atoll","10-15"
"724","Kaledupa Atoll 2",2,"ctenochaetus striatus","Acanthuridae",12,1,"Detritivore","kaledupa atoll","10-15"
"725","Kaledupa Atoll 2",2,"ctenochaetus striatus","Acanthuridae",12,1,"Detritivore","kaledupa atoll","10-15"
"726","Kaledupa Atoll 2",2,"ctenochaetus striatus","Acanthuridae",14,1,"Detritivore","kaledupa atoll","10-15"
"727","Kaledupa Atoll 2",2,"ctenochaetus striatus","Acanthuridae",12,1,"Detritivore","kaledupa atoll","10-15"
"728","Kaledupa Atoll 2",2,"ctenochaetus striatus","Acanthuridae",13,2,"Detritivore","kaledupa atoll","10-15"
"729","Kaledupa Atoll 2",2,"ctenochaetus striatus","Acanthuridae",13,2,"Detritivore","kaledupa atoll","10-15"
"730","Kaledupa Atoll 2",2,"ctenochaetus striatus","Acanthuridae",12,1,"Detritivore","kaledupa atoll","10-15"
"731","Kaledupa Atoll 2",2,"melichthys niger","Balistidae",27,2,"Planktivore","kaledupa atoll","25-30"
"732","Kaledupa Atoll 2",2,"melichthys niger","Balistidae",23,10,"Planktivore","kaledupa atoll","20-25"
"733","Kaledupa Atoll 2",2,"odonus niger","Balistidae",16,20,"Planktivore","kaledupa atoll","15-20"
"734","Kaledupa Atoll 2",2,"halichoeres hortulanus","Labridae",20,1,"Micro-invertivore","kaledupa atoll","20-25"
"735","Kaledupa Atoll 2",2,"halichoeres hortulanus","Labridae",18,1,"Micro-invertivore","kaledupa atoll","15-20"
"736","Kaledupa Atoll 2",2,"halichoeres spp.","Labridae",18,1,"Micro-invertivore","kaledupa atoll","15-20"
"737","Kaledupa Atoll 2",2,"heniochus varius","Chaetodontidae",13,1,"Micro-invertivore","kaledupa atoll","10-15"
"738","Kaledupa Atoll 2",2,"thalassoma hardwicke","Labridae",13,1,"Micro-invertivore","kaledupa atoll","10-15"
"739","Kaledupa Atoll 2",2,"thalassoma lunare","Labridae",17,1,"Micro-invertivore","kaledupa atoll","15-20"
"740","Kaledupa Atoll 2",1,"ctenochaetus striatus","Acanthuridae",12,1,"Detritivore","kaledupa atoll","10-15"
"741","Kaledupa Atoll 2",1,"ctenochaetus striatus","Acanthuridae",12,1,"Detritivore","kaledupa atoll","10-15"
"742","Kaledupa Atoll 2",1,"ctenochaetus striatus","Acanthuridae",13,1,"Detritivore","kaledupa atoll","10-15"
"743","Kaledupa Atoll 2",1,"ctenochaetus striatus","Acanthuridae",13,3,"Detritivore","kaledupa atoll","10-15"
"744","Kaledupa Atoll 2",1,"ctenochaetus striatus","Acanthuridae",12,1,"Detritivore","kaledupa atoll","10-15"
"745","Kaledupa Atoll 3",2,"oxycheilinus spp.","Labridae",22,1,"Pisci-invertivore","kaledupa atoll","20-25"
"746","Kaledupa Atoll 3",2,"thalassoma lunare","Labridae",20,2,"Micro-invertivore","kaledupa atoll","20-25"
"747","Kaledupa Atoll 3",2,"oxycheilinus unifasciatus","Labridae",28,1,"Pisci-invertivore","kaledupa atoll","25-30"
"748","Kaledupa Atoll 3",2,"parupeneus multifasciatus","Mullidae",21,1,"Macro-invertivore","kaledupa atoll","20-25"
"749","Kaledupa Atoll 3",2,"parupeneus multifasciatus","Mullidae",21,1,"Macro-invertivore","kaledupa atoll","20-25"
"750","Kaledupa Atoll 3",2,"epibulus brevis","Labridae",16,1,"Pisci-invertivore","kaledupa atoll","15-20"
"751","Kaledupa Atoll 3",2,"zanclus cornutus","Zanclidae",15,2,"Micro-invertivore","kaledupa atoll","15-20"
"752","Kaledupa Atoll 3",2,"zebrasoma scopas","Acanthuridae",16,1,"Grazer","kaledupa atoll","15-20"
"753","Kaledupa Atoll 3",2,"halichoeres hortulanus","Labridae",21,1,"Micro-invertivore","kaledupa atoll","20-25"
"754","Kaledupa Atoll 3",2,"forcipiger flavissimus","Chaetodontidae",20,4,"Micro-invertivore","kaledupa atoll","20-25"
"755","Kaledupa Atoll 3",2,"forcipiger flavissimus","Chaetodontidae",20,1,"Micro-invertivore","kaledupa atoll","20-25"
"756","Kaledupa Atoll 3",2,"halichoeres spp.","Labridae",21,1,"Micro-invertivore","kaledupa atoll","20-25"
"757","Kaledupa Atoll 3",3,"acanthurus pyroferus","Acanthuridae",20,2,"Grazer","kaledupa atoll","20-25"
"758","Kaledupa Atoll 3",2,"halichoeres melanurus","Labridae",21,1,"Micro-invertivore","kaledupa atoll","20-25"
"759","Kaledupa Atoll 3",2,"halichoeres melanurus","Labridae",24,1,"Micro-invertivore","kaledupa atoll","20-25"
"760","Kaledupa Atoll 3",2,"ctenochaetus striatus","Acanthuridae",15,1,"Detritivore","kaledupa atoll","15-20"
"761","Kaledupa Atoll 3",2,"naso vlamingii","Acanthuridae",24,1,"Planktivore","kaledupa atoll","20-25"
"762","Kaledupa Atoll 3",2,"odonus niger","Balistidae",20,1,"Planktivore","kaledupa atoll","20-25"
"763","Kaledupa Atoll 3",1,"chlorurus sordidus","Scarini-Labridae",17,1,"Excavator/scraper","kaledupa atoll","15-20"
"764","Kaledupa Atoll 3",1,"chlorurus sordidus","Scarini-Labridae",20,1,"Excavator/scraper","kaledupa atoll","20-25"
"765","Kaledupa Atoll 3",3,"acanthurus pyroferus","Acanthuridae",20,1,"Grazer","kaledupa atoll","20-25"
"766","Kaledupa Atoll 3",3,"acanthurus pyroferus","Acanthuridae",20,1,"Grazer","kaledupa atoll","20-25"
"767","Kaledupa Atoll 3",3,"balistapus undulatus","Balistidae",19,1,"Macro-invertivore","kaledupa atoll","15-20"
"768","Kaledupa Atoll 3",3,"cheilinus fasciatus","Labridae",21,1,"Macro-invertivore","kaledupa atoll","20-25"
"769","Kaledupa Atoll 3",3,"cheilinus fasciatus","Labridae",24,1,"Macro-invertivore","kaledupa atoll","20-25"
"770","Kaledupa Atoll 3",3,"cheilinus fasciatus","Labridae",28,1,"Macro-invertivore","kaledupa atoll","25-30"
"771","Kaledupa Atoll 3",3,"cheilinus fasciatus","Labridae",20,1,"Macro-invertivore","kaledupa atoll","20-25"
"772","Kaledupa Atoll 3",3,"coris gaimard","Labridae",33,1,"Macro-invertivore","kaledupa atoll","30-35"
"773","Kaledupa Atoll 3",3,"ctenochaetus striatus","Acanthuridae",15,1,"Detritivore","kaledupa atoll","15-20"
"774","Kaledupa Atoll 3",3,"ctenochaetus striatus","Acanthuridae",15,1,"Detritivore","kaledupa atoll","15-20"
"775","Kaledupa Atoll 3",3,"ctenochaetus striatus","Acanthuridae",15,1,"Detritivore","kaledupa atoll","15-20"
"776","Kaledupa Atoll 3",3,"ctenochaetus striatus","Acanthuridae",15,1,"Detritivore","kaledupa atoll","15-20"
"777","Kaledupa Atoll 3",3,"ctenochaetus striatus","Acanthuridae",15,2,"Detritivore","kaledupa atoll","15-20"
"778","Kaledupa Atoll 3",3,"forcipiger flavissimus","Chaetodontidae",20,2,"Micro-invertivore","kaledupa atoll","20-25"
"779","Kaledupa Atoll 3",3,"gomphosus varius","Labridae",30,1,"Micro-invertivore","kaledupa atoll","30-35"
"780","Kaledupa Atoll 3",3,"halichoeres hortulanus","Labridae",21,1,"Micro-invertivore","kaledupa atoll","20-25"
"781","Kaledupa Atoll 3",3,"halichoeres spp.","Labridae",20,1,"Micro-invertivore","kaledupa atoll","20-25"
"782","Kaledupa Atoll 3",3,"hemigymnus fasciatus","Labridae",22,1,"Macro-invertivore","kaledupa atoll","20-25"
"783","Kaledupa Atoll 3",2,"hemigymnus fasciatus","Labridae",21,1,"Macro-invertivore","kaledupa atoll","20-25"
"784","Kaledupa Atoll 3",2,"hemigymnus fasciatus","Labridae",19,1,"Macro-invertivore","kaledupa atoll","15-20"
"785","Kaledupa Atoll 3",2,"labroides dimidiatus","Labridae",11,1,"Micro-invertivore","kaledupa atoll","10-15"
"786","Kaledupa Atoll 3",2,"melichthys vidua","Balistidae",20,1,"Planktivore","kaledupa atoll","20-25"
"787","Kaledupa Atoll 3",2,"melichthys vidua","Balistidae",20,1,"Planktivore","kaledupa atoll","20-25"
"788","Kaledupa Atoll 3",2,"chlorurus bleekeri","Scarini-Labridae",20,1,"Excavator/scraper","kaledupa atoll","20-25"
"789","Kaledupa Atoll 3",2,"chlorurus bleekeri","Scarini-Labridae",27,1,"Excavator/scraper","kaledupa atoll","25-30"
"790","Kaledupa Atoll 3",2,"chlorurus microrhinos","Scarini-Labridae",40,1,"Excavator/scraper","kaledupa atoll","40-45"
"791","Kaledupa Atoll 3",2,"chlorurus sordidus","Scarini-Labridae",16,1,"Excavator/scraper","kaledupa atoll","15-20"
"792","Kaledupa Atoll 3",2,"scarus psittacus","Scarini-Labridae",15,2,"Excavator/scraper","kaledupa atoll","15-20"
"793","Kaledupa Atoll 3",2,"scarus schlegeli","Scarini-Labridae",18,1,"Excavator/scraper","kaledupa atoll","15-20"
"794","Kaledupa Atoll 3",2,"scarus spp.","Scarini-Labridae",11,1,"Excavator/scraper","kaledupa atoll","10-15"
"795","Kaledupa Atoll 3",3,"chlorurus microrhinos","Scarini-Labridae",35,1,"Excavator/scraper","kaledupa atoll","35-40"
"796","Kaledupa Atoll 3",3,"ostracion meleagris","Ostraciidae",12,1,"Micro-invertivore","kaledupa atoll","10-15"
"797","Kaledupa Atoll 3",3,"scarus psittacus","Scarini-Labridae",11,1,"Excavator/scraper","kaledupa atoll","10-15"
"798","Kaledupa Atoll 3",3,"scarus psittacus","Scarini-Labridae",14,1,"Excavator/scraper","kaledupa atoll","10-15"
"799","Kaledupa Atoll 3",3,"scarus spp.","Scarini-Labridae",13,2,"Excavator/scraper","kaledupa atoll","10-15"
"800","Kaledupa Atoll 3",1,"scarus spinus","Scarini-Labridae",16,1,"Excavator/scraper","kaledupa atoll","15-20"
"801","Kaledupa Atoll 3",1,"scarus spp.","Scarini-Labridae",15,1,"Excavator/scraper","kaledupa atoll","15-20"
"802","Kaledupa Atoll 3",1,"scarus spp.","Scarini-Labridae",18,1,"Excavator/scraper","kaledupa atoll","15-20"
"803","Kaledupa Atoll 3",1,"scolopsis margaritifer","Nemipteridae",16,1,"Micro-invertivore","kaledupa atoll","15-20"
"804","Kaledupa Atoll 3",2,"calotomus carolinus","Scarini-Labridae",18,1,"Browser","kaledupa atoll","15-20"
"805","Kaledupa Atoll 3",1,"acanthurus olivaceus","Acanthuridae",19,2,"Detritivore","kaledupa atoll","15-20"
"806","Kaledupa Atoll 3",1,"balistapus undulatus","Balistidae",19,1,"Macro-invertivore","kaledupa atoll","15-20"
"807","Kaledupa Atoll 3",1,"cephalopholis argus","Serranidae",34,1,"Pisci-invertivore","kaledupa atoll","30-35"
"808","Kaledupa Atoll 3",1,"cephalopholis urodeta","Serranidae",26,1,"Pisci-invertivore","kaledupa atoll","25-30"
"809","Kaledupa Atoll 3",1,"chaetodon spp.","Chaetodontidae",12,2,"Micro-invertivore","kaledupa atoll","10-15"
"810","Kaledupa Atoll 3",1,"scarus psittacus","Scarini-Labridae",15,1,"Excavator/scraper","kaledupa atoll","15-20"
"811","Kaledupa Atoll 3",1,"heniochus varius","Chaetodontidae",16,1,"Micro-invertivore","kaledupa atoll","15-20"
"812","Kaledupa Atoll 3",1,"melichthys niger","Balistidae",30,10,"Planktivore","kaledupa atoll","30-35"
"813","Kaledupa Atoll 3",1,"melichthys vidua","Balistidae",20,1,"Planktivore","kaledupa atoll","20-25"
"814","Kaledupa Atoll 3",1,"mulloidichthys vanicolensis","Mullidae",35,1,"Pisci-invertivore","kaledupa atoll","35-40"
"815","Kaledupa Atoll 3",1,"mulloidichthys vanicolensis","Mullidae",32,1,"Pisci-invertivore","kaledupa atoll","30-35"
"816","Kaledupa Atoll 3",1,"naso lituratus","Acanthuridae",24,1,"Browser","kaledupa atoll","20-25"
"817","Kaledupa Atoll 3",1,"naso vlamingii","Acanthuridae",25,1,"Planktivore","kaledupa atoll","25-30"
"818","Kaledupa Atoll 3",1,"oxycheilinus spp.","Labridae",19,1,"Pisci-invertivore","kaledupa atoll","15-20"
"819","Kaledupa Atoll 3",1,"oxycheilinus unifasciatus","Labridae",22,1,"Pisci-invertivore","kaledupa atoll","20-25"
"820","Kaledupa Atoll 3",1,"parupeneus multifasciatus","Mullidae",20,2,"Macro-invertivore","kaledupa atoll","20-25"
"821","Kaledupa Atoll 3",1,"thalassoma lunare","Labridae",20,1,"Micro-invertivore","kaledupa atoll","20-25"
"822","Kaledupa Atoll 3",1,"thalassoma lunare","Labridae",20,1,"Micro-invertivore","kaledupa atoll","20-25"
"823","Kaledupa Atoll 3",1,"zanclus cornutus","Zanclidae",15,1,"Micro-invertivore","kaledupa atoll","15-20"
"824","Kaledupa Atoll 3",1,"zebrasoma scopas","Acanthuridae",16,1,"Grazer","kaledupa atoll","15-20"
"825","Kaledupa Atoll 3",1,"zebrasoma scopas","Acanthuridae",16,1,"Grazer","kaledupa atoll","15-20"
"826","Kaledupa Atoll 3",1,"zebrasoma veliferum","Acanthuridae",27,2,"Grazer","kaledupa atoll","25-30"
"827","Kaledupa Atoll 3",2,"acanthurus leucocheilus","Acanthuridae",20,1,"Grazer","kaledupa atoll","20-25"
"828","Kaledupa Atoll 3",2,"acanthurus pyroferus","Acanthuridae",20,1,"Grazer","kaledupa atoll","20-25"
"829","Kaledupa Atoll 3",2,"acanthurus pyroferus","Acanthuridae",20,1,"Grazer","kaledupa atoll","20-25"
"830","Kaledupa Atoll 3",1,"cheilinus fasciatus","Labridae",20,1,"Macro-invertivore","kaledupa atoll","20-25"
"831","Kaledupa Atoll 3",1,"cheilinus fasciatus","Labridae",24,1,"Macro-invertivore","kaledupa atoll","20-25"
"832","Kaledupa Atoll 3",1,"ctenochaetus binotatus","Acanthuridae",15,1,"Detritivore","kaledupa atoll","15-20"
"833","Kaledupa Atoll 3",1,"ctenochaetus binotatus","Acanthuridae",15,1,"Detritivore","kaledupa atoll","15-20"
"834","Kaledupa Atoll 3",1,"ctenochaetus striatus","Acanthuridae",15,1,"Detritivore","kaledupa atoll","15-20"
"835","Kaledupa Atoll 3",1,"ctenochaetus striatus","Acanthuridae",15,2,"Detritivore","kaledupa atoll","15-20"
"836","Kaledupa Atoll 3",1,"ctenochaetus striatus","Acanthuridae",15,1,"Detritivore","kaledupa atoll","15-20"
"837","Kaledupa Atoll 3",1,"ctenochaetus striatus","Acanthuridae",15,1,"Detritivore","kaledupa atoll","15-20"
"838","Kaledupa Atoll 3",1,"ctenochaetus striatus","Acanthuridae",15,1,"Detritivore","kaledupa atoll","15-20"
"839","Kaledupa Atoll 3",1,"ctenochaetus striatus","Acanthuridae",15,1,"Detritivore","kaledupa atoll","15-20"
"840","Kaledupa Atoll 3",1,"ctenochaetus striatus","Acanthuridae",15,1,"Detritivore","kaledupa atoll","15-20"
"841","Kaledupa Atoll 3",1,"forcipiger flavissimus","Chaetodontidae",20,1,"Micro-invertivore","kaledupa atoll","20-25"
"842","Kaledupa Atoll 3",1,"forcipiger flavissimus","Chaetodontidae",20,2,"Micro-invertivore","kaledupa atoll","20-25"
"843","Kaledupa Atoll 3",1,"halichoeres hortulanus","Labridae",21,1,"Micro-invertivore","kaledupa atoll","20-25"
"844","Kaledupa Atoll 3",1,"halichoeres melanurus","Labridae",21,1,"Micro-invertivore","kaledupa atoll","20-25"
"845","Kaledupa Atoll 3",1,"halichoeres melanurus","Labridae",22,1,"Micro-invertivore","kaledupa atoll","20-25"
"846","Kaledupa Atoll 3",3,"naso vlamingii","Acanthuridae",26,1,"Planktivore","kaledupa atoll","25-30"
"847","Kaledupa Atoll 3",3,"odonus niger","Balistidae",20,10,"Planktivore","kaledupa atoll","20-25"
"848","Kaledupa Atoll 3",3,"oxycheilinus spp.","Labridae",20,1,"Pisci-invertivore","kaledupa atoll","20-25"
"849","Kaledupa Atoll 3",3,"parupeneus multifasciatus","Mullidae",23,2,"Macro-invertivore","kaledupa atoll","20-25"
"850","Kaledupa Atoll 3",3,"sufflamen bursa","Balistidae",17,1,"Micro-invertivore","kaledupa atoll","15-20"
"851","Kaledupa Atoll 3",3,"thalassoma lunare","Labridae",20,1,"Micro-invertivore","kaledupa atoll","20-25"
"852","Kaledupa Atoll 3",3,"zanclus cornutus","Zanclidae",15,1,"Micro-invertivore","kaledupa atoll","15-20"
"853","Kaledupa Atoll 3",3,"heniochus varius","Chaetodontidae",16,1,"Micro-invertivore","kaledupa atoll","15-20"
"854","Kaledupa Atoll 3",3,"labroides dimidiatus","Labridae",11,1,"Micro-invertivore","kaledupa atoll","10-15"
"855","Kaledupa Atoll 3",3,"melichthys niger","Balistidae",29,3,"Planktivore","kaledupa atoll","25-30"
"856","Kaledupa Atoll 3",3,"melichthys vidua","Balistidae",20,1,"Planktivore","kaledupa atoll","20-25"
"857","Kaledupa Atoll 3",3,"naso vlamingii","Acanthuridae",25,2,"Planktivore","kaledupa atoll","25-30"
"858","Kaledupa Atoll 3",2,"cephalopholis urodeta","Serranidae",26,1,"Pisci-invertivore","kaledupa atoll","25-30"
"859","Kaledupa Atoll 3",2,"chaetodon spp.","Chaetodontidae",12,1,"Micro-invertivore","kaledupa atoll","10-15"
"860","Kaledupa Atoll 3",2,"cheilio inermis","Labridae",35,1,"Piscivore","kaledupa atoll","35-40"
"861","Kaledupa Atoll 3",2,"ctenochaetus binotatus","Acanthuridae",15,1,"Detritivore","kaledupa atoll","15-20"
"862","Kaledupa Atoll 3",3,"zanclus cornutus","Zanclidae",15,2,"Micro-invertivore","kaledupa atoll","15-20"
"863","Kaledupa Atoll 3",2,"anampses melanurus","Labridae",12,1,"Micro-invertivore","kaledupa atoll","10-15"
"864","Kaledupa Atoll 3",2,"balistapus undulatus","Balistidae",19,1,"Macro-invertivore","kaledupa atoll","15-20"
"865","Kaledupa Atoll 3",2,"balistapus undulatus","Balistidae",19,1,"Macro-invertivore","kaledupa atoll","15-20"
"866","Kaledupa Atoll 3",2,"balistoides conspicillum","Balistidae",40,1,"Macro-invertivore","kaledupa atoll","40-45"
"867","Kaledupa Atoll 3",2,"bodianus mesothorax","Labridae",25,1,"Micro-invertivore","kaledupa atoll","25-30"
"868","Kaledupa Atoll 3",2,"ctenochaetus striatus","Acanthuridae",15,1,"Detritivore","kaledupa atoll","15-20"
"869","Kaledupa Atoll 3",2,"ctenochaetus striatus","Acanthuridae",15,1,"Detritivore","kaledupa atoll","15-20"
"870","Kaledupa Atoll 3",2,"ctenochaetus striatus","Acanthuridae",15,1,"Detritivore","kaledupa atoll","15-20"
"871","Kaledupa Atoll 3",2,"ctenochaetus binotatus","Acanthuridae",15,1,"Detritivore","kaledupa atoll","15-20"
"872","Kaledupa Atoll 3",2,"ctenochaetus striatus","Acanthuridae",15,6,"Detritivore","kaledupa atoll","15-20"
"873","Kaledupa Atoll 3",3,"zebrasoma scopas","Acanthuridae",16,1,"Grazer","kaledupa atoll","15-20"
"874","Kaledupa Atoll 3",2,"ctenochaetus striatus","Acanthuridae",15,2,"Detritivore","kaledupa atoll","15-20"
"875","Kaledupa Atoll 4",2,"oxycheilinus spp.","Labridae",19,1,"Pisci-invertivore","kaledupa atoll","15-20"
"876","Kaledupa Atoll 4",2,"thalassoma hardwicke","Labridae",14,1,"Micro-invertivore","kaledupa atoll","10-15"
"877","Kaledupa Atoll 4",2,"parupeneus multifasciatus","Mullidae",21,5,"Macro-invertivore","kaledupa atoll","20-25"
"878","Kaledupa Atoll 4",2,"thalassoma lunare","Labridae",18,1,"Micro-invertivore","kaledupa atoll","15-20"
"879","Kaledupa Atoll 4",2,"thalassoma lunare","Labridae",18,1,"Micro-invertivore","kaledupa atoll","15-20"
"880","Kaledupa Atoll 4",2,"zebrasoma scopas","Acanthuridae",14,1,"Grazer","kaledupa atoll","10-15"
"881","Kaledupa Atoll 4",3,"acanthurus pyroferus","Acanthuridae",18,1,"Grazer","kaledupa atoll","15-20"
"882","Kaledupa Atoll 4",3,"acanthurus pyroferus","Acanthuridae",18,2,"Grazer","kaledupa atoll","15-20"
"883","Kaledupa Atoll 4",3,"acanthurus pyroferus","Acanthuridae",18,1,"Grazer","kaledupa atoll","15-20"
"884","Kaledupa Atoll 4",3,"balistapus undulatus","Balistidae",17,1,"Macro-invertivore","kaledupa atoll","15-20"
"885","Kaledupa Atoll 4",3,"balistoides viridescens","Balistidae",53,1,"Macro-invertivore","kaledupa atoll","50-55"
"886","Kaledupa Atoll 4",3,"chaetodon spp.","Chaetodontidae",10,1,"Micro-invertivore","kaledupa atoll","10-15"
"887","Kaledupa Atoll 4",2,"zanclus cornutus","Zanclidae",13,1,"Micro-invertivore","kaledupa atoll","10-15"
"888","Kaledupa Atoll 4",2,"chlorurus microrhinos","Scarini-Labridae",20,1,"Excavator/scraper","kaledupa atoll","20-25"
"889","Kaledupa Atoll 4",2,"chlorurus sordidus","Scarini-Labridae",15,1,"Excavator/scraper","kaledupa atoll","15-20"
"890","Kaledupa Atoll 4",2,"chlorurus sordidus","Scarini-Labridae",15,1,"Excavator/scraper","kaledupa atoll","15-20"
"891","Kaledupa Atoll 4",2,"pomacentrus spp.","Pomacentridae",10,2,"Micro-invertivore","kaledupa atoll","10-15"
"892","Kaledupa Atoll 4",1,"ostracion meleagris","Ostraciidae",16,1,"Micro-invertivore","kaledupa atoll","15-20"
"893","Kaledupa Atoll 4",1,"scarus niger","Scarini-Labridae",11,1,"Excavator/scraper","kaledupa atoll","10-15"
"894","Kaledupa Atoll 4",3,"scarus niger","Scarini-Labridae",17,1,"Excavator/scraper","kaledupa atoll","15-20"
"895","Kaledupa Atoll 4",1,"ctenochaetus striatus","Acanthuridae",13,1,"Detritivore","kaledupa atoll","10-15"
"896","Kaledupa Atoll 4",1,"epibulus insidiator","Labridae",32,1,"Pisci-invertivore","kaledupa atoll","30-35"
"897","Kaledupa Atoll 4",1,"halichoeres melanurus","Labridae",18,1,"Micro-invertivore","kaledupa atoll","15-20"
"898","Kaledupa Atoll 4",1,"hemigymnus fasciatus","Labridae",16,1,"Macro-invertivore","kaledupa atoll","15-20"
"899","Kaledupa Atoll 4",1,"hemigymnus melapterus","Labridae",29,1,"Macro-invertivore","kaledupa atoll","25-30"
"900","Kaledupa Atoll 4",1,"macolor macularis","Lutjanidae",28,1,"Pisci-invertivore","kaledupa atoll","25-30"
"901","Kaledupa Atoll 4",1,"melichthys vidua","Balistidae",18,2,"Planktivore","kaledupa atoll","15-20"
